compound_chembl_id,assay_description,standard_type,bao,pchembl_value,target_chembl_id,hgncid,target_name
CHEMBL90,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Histone Lysine Methyltransferase G9a. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504404],Potency,BAO_0000186,,CHEMBL6032,EHMT2,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3"
CHEMBL762,Agonist potency at alpha 2c adrenoceptors assayed in CHO cells expressing human Alpha-1D adrenergic receptor; ND is No Data.,Log EC50,BAO_0000179,,CHEMBL223,ADRA1D,Alpha-1d adrenergic receptor
CHEMBL8739,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of farnesoid X receptor signaling. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2047,NR1H4,Bile acid receptor FXR
CHEMBL705,PubChem BioAssay. qHTS Assay for Inhibitors of the Human Apurinic/apyrimidinic Endonuclease 1 (APE1).   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL5619,APEX1,DNA-(apurinic or apyrimidinic site) lyase
CHEMBL76232,Agonistic activity at mGlu1-alpha receptor expressed in CHO cells,EC50,BAO_0000188,,CHEMBL3772,GRM1,Metabotropic glutamate receptor 1
CHEMBL8659,PubChem BioAssay. qHTS for Antagonist of cAMP-regulated guanine nucleotide exchange factor 2 (EPAC2): primary screen.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2029198,RAPGEF4,Rap guanine nucleotide exchange factor 4
CHEMBL667,Agonist activity at alpha4beta2 nAChR high sensitivity form,EC50,BAO_0000188,6.0,CHEMBL1907589,CHRNB2,Neuronal acetylcholine receptor; alpha4/beta2
CHEMBL705,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL784,Effective agonist dose for human Gamma-aminobutyric acid A receptor alpha-4-beta-3-gamma-2,EC50,BAO_0000188,,CHEMBL2111366,GABRB3,GABA A receptor alpha-4/beta-3/gamma-2
CHEMBL784,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3397,CYP2C9,Cytochrome P450 2C9
CHEMBL8739,Agonist activity at FFAR1 expressed in HEK 293 cells assessed as beta-arrestin recruitment after 30 mins by BRET assay,EC50,BAO_0000188,5.54,CHEMBL4422,FFAR1,Free fatty acid receptor 1
CHEMBL664,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of the ERK Signaling Pathway using a Homogeneous Screening Assay. (Class of assay: confirmatory) ,Potency,BAO_0000186,8.3,CHEMBL4040,MAPK1,MAP kinase ERK2
CHEMBL803,PubChem BioAssay. qHTS Assay for Inhibitors of the Human Apurinic/apyrimidinic Endonuclease 1 (APE1).   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL5619,APEX1,DNA-(apurinic or apyrimidinic site) lyase
CHEMBL66693,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3397,CYP2C9,Cytochrome P450 2C9
CHEMBL90,Agonist activity at human recombinant histamine H2 receptor-Gsalphas fusion protein expressed in Sf9 cells assessed as [35S]GTPgammaS binding after 90 mins by liquid scintillation counting,EC50,BAO_0000188,5.92,CHEMBL1941,HRH2,Histamine H2 receptor
CHEMBL90,Agonist activity at human H3 receptor expressed in 293-EBNA cells by luciferase reporter gene assay,EC50,BAO_0000188,7.06,CHEMBL264,HRH3,Histamine H3 receptor
CHEMBL90,PUBCHEM_BIOASSAY: Inhibitors of Regulator of G Protein Signaling (RGS) 4: qHTS. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504856],Potency,BAO_0000186,,CHEMBL1795091,RGS4,Regulator of G-protein signaling 4
CHEMBL762,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 1 uM,Response,BAO_0000179,,CHEMBL1983,HTR1D,Serotonin 1d (5-HT1d) receptor
CHEMBL8739,PUBCHEM_BIOASSAY: qHTS Assay for the Inhibitors of L3MBTL1. (Class of assay: confirmatory) [Related pubchem assays: 485292 (Probe Development Summary for Inhibitors of L3MBTL1)],Potency,BAO_0000186,4.5,CHEMBL1287622,L3MBTL1,Lethal(3)malignant brain tumor-like protein 1
CHEMBL762,In vitro activation of human alpha-1D receptor expressed in rat-1 fibroblasts via calcium using mobilization through the Gq coupled PLC pathway as functional assay,EC50,BAO_0000188,,CHEMBL223,ADRA1D,Alpha-1d adrenergic receptor
CHEMBL705,Agonist activity for retinoic acid receptor RAR alpha in transcriptional activation assay,EC50,BAO_0000188,6.72,CHEMBL2055,RARA,Retinoic acid receptor alpha
CHEMBL8739,PubChem BioAssay. qHTS for Inhibitors of Polymerase Eta: Confirmatory Assay for Cherry-picked Compounds.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL5542,POLH,DNA polymerase eta
CHEMBL667,Agonist activity at human alpha-7 nAChR expressed in Xenopus oocytes by two-electrode voltage clamp technique,EC50,BAO_0000188,4.08,CHEMBL2492,CHRNA7,Neuronal acetylcholine receptor protein alpha-7 subunit
CHEMBL667,Agonist activity at human m5 muscarinic acetylcholine receptor expressed in HEK293 cells by calcium mobilization assay at 10 microM by FLIPR assay relative to 100 nM acetylcholine response,Efficacy,BAO_0000656,,CHEMBL2035,CHRM5,Muscarinic acetylcholine receptor M5
CHEMBL762,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in absence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL603336,Measure of Agonist Potency at human P2Y purinoceptor 6 (hP2Y6) stably expressed in 131N1 astrocytoma cell; NE means no effect at 100 uM,NE,BAO_0000179,,CHEMBL4714,P2RY6,Pyrimidinergic receptor P2Y6
CHEMBL65543,TP_TRANSPORTER: inhibition of L-tryptophan uptake in Xenopus laevis oocytes,Activity,BAO_0001103,,CHEMBL2073719,SLC16A10,SLC16A10 protein
CHEMBL90,Agonist activity at human histamine H4 receptor expressed in human SK-N-MC cells by CRE-beta galactosidase reporter gene assay relative to histamine,Intrinsic activity,BAO_0000181,,CHEMBL3759,HRH4,Histamine H4 receptor
CHEMBL95606,"MMV: Malaria Box compounds were tested for inhibition of the human ether a go-go related gene (hERG), Kv11.1 channel, using IonWorks 384-well patch clamp electrophysiology at 11.1uM (3 independent assay plates up to 12 cells per concentration).",Inhibition,BAO_0000201,,CHEMBL240,KCNH2,HERG
CHEMBL940,"PUBCHEM_BIOASSAY: qHTS Validation Assay for Inhibitors of Bloom&apos;s syndrome helicase (BLM). (Class of assay: confirmatory) [Related pubchem assays: 593 (Fluorescein region spectral profiling screen), 594 (Rhodamine region spectral profiling screen)]",Potency,BAO_0000186,2.8,CHEMBL1293237,BLM,Bloom syndrome protein
CHEMBL8659,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of GCN5L2. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504398],Potency,BAO_0000186,,CHEMBL5501,KAT2A,Histone acetyltransferase GCN5
CHEMBL8739,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Rango (Ran-regulated importin-beta cargo) - Importin beta complex formation. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID540273],Potency,BAO_0000186,,CHEMBL3885594,SNUPN,Importin subunit beta-1/Snurportin-1
CHEMBL667,Agonist activity at human alpha-4-beta-2 nAChR expressed in Xenopus oocytes by two-electrode voltage clamp technique,EC50,BAO_0000188,4.15,CHEMBL1907589,CHRNA4,Neuronal acetylcholine receptor; alpha4/beta2
CHEMBL705,Agonistic activity towards retinoic acid receptor-gamma,Ki,BAO_0000192,9.0,CHEMBL2003,RARG,Retinoic acid receptor gamma
CHEMBL762,In vitro activation of human alpha-1A receptor expressed in rat-1 fibroblasts via calcium mobilization through the Gq coupled PLC pathway as functional assay,EC50,BAO_0000188,7.7,CHEMBL229,ADRA1A,Alpha-1a adrenergic receptor
CHEMBL784,Maximal response relative to Gamma-aminobutyric acid A against human Gamma-aminobutyric-acid A receptor alpha-4-beta-3-gamma-2 expressed in Xenopus oocytes,Max,BAO_0000179,,CHEMBL2111366,GABRB3,GABA A receptor alpha-4/beta-3/gamma-2
CHEMBL784,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c19 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3622,CYP2C19,Cytochrome P450 2C19
CHEMBL667,PUBCHEM_BIOASSAY: qHTS Assay for Enhancers of SMN2 Splice Variant Expression. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.6,CHEMBL1293232,SMN1,Survival motor neuron protein
CHEMBL784,PUBCHEM_BIOASSAY: qHTS Assay for Identification of Small Molecule Antagonists for NFkB Signaling Pathway. (Class of assay: confirmatory) ,Potency,BAO_0000186,6.4,CHEMBL3251,NFKB1,Nuclear factor NF-kappa-B p105 subunit
CHEMBL803,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL667,Agonistic activity against rat Nicotinic acetylcholine receptor alpha4-beta2 expressed in Xenopus oocytes,Activity,BAO_0000181,,CHEMBL1907589,CHRNA4,Neuronal acetylcholine receptor; alpha4/beta2
CHEMBL67166,PUBCHEM_BIOASSAY: qHTS for Inhibitors of Polymerase Eta. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588636],Potency,BAO_0000186,,CHEMBL5542,POLH,DNA polymerase eta
CHEMBL90,Agonist activity at human recombinant histamine H3 receptor expressed in CHO cells assessed as [35S]GTPgammaS binding after 1 hr by liquid scintillation counting,EC50,BAO_0000188,6.19,CHEMBL264,HRH3,Histamine H3 receptor
CHEMBL76232,Agonistic activity at mGlu4a receptor expressed in CHO cells,EC50,BAO_0000188,,CHEMBL2736,GRM4,Metabotropic glutamate receptor 4
CHEMBL705,Agonistic activity towards retinoid X receptor-alpha,Ki,BAO_0000192,7.92,CHEMBL2061,RXRA,Retinoid X receptor alpha
CHEMBL90,PubChem BioAssay. A Novel Cell-Based Assay to Identify Small Molecules for B -Galactocerebrosidase.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL3713095,GALC,Galactocerebrosidase
CHEMBL925,TP_TRANSPORTER: inhibition of L-tryptophan uptake in Xenopus laevis oocytes,Activity,BAO_0001103,,CHEMBL2073719,SLC16A10,SLC16A10 protein
CHEMBL90,Agonist activity at human H2 receptor expressed in 293-EBNA cells by luciferase reporter gene assay,EC50,BAO_0000188,6.19,CHEMBL1941,HRH2,Histamine H2 receptor
CHEMBL67166,"PUBCHEM_BIOASSAY: SAR analysis counterscreen of small molecule antagonists of the CCR6 receptor using an APJ receptor luminescent beta-arrestin assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493098, AID493121, AID493159]",IC50,BAO_0000190,,CHEMBL1628481,APLNR,Apelin receptor
CHEMBL95606,PubChem BioAssay. qHTS Assay for Inhibitors of the Human Apurinic/apyrimidinic Endonuclease 1 (APE1).   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL5619,APEX1,DNA-(apurinic or apyrimidinic site) lyase
CHEMBL920,"TP_TRANSPORTER: inhibition of TEA uptake (TEA: 5 uM, Choline: 1000 uM) in OCT2A-expressing HEK293 cells",Activity,BAO_0000375,,CHEMBL1743122,SLC22A2,Solute carrier family 22 member 2
CHEMBL8739,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of Tau Fibril Formation, Fluorescence Polarization. (Class of assay: confirmatory) [Related pubchem assays: 596 ]",Potency,BAO_0000186,4.4,CHEMBL1293224,MAPT,Microtubule-associated protein tau
CHEMBL773,TP_TRANSPORTER: uptake in Xenopus laevis oocytes,Activity,BAO_0000375,,CHEMBL2073719,SLC16A10,SLC16A10 protein
CHEMBL8659,PubChem BioAssay. Inhibitors of USP1/UAF1: Primary Screen.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1795087,USP1,Ubiquitin carboxyl-terminal hydrolase 1
CHEMBL87285,PUBCHEM_BIOASSAY: qHTS for Inhibitors of Polymerase Iota. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588623],Potency,BAO_0000186,,CHEMBL5391,POLI,DNA polymerase iota
CHEMBL705,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in absence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL76232,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3397,CYP2C9,Cytochrome P450 2C9
CHEMBL803,PUBCHEM_BIOASSAY: High Content Imaging Cell-Based qHTS for Inhibitors of the mTORC1 Signaling Pathway in MEF Cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,6.03,CHEMBL2842,MTOR,Serine/threonine-protein kinase mTOR
CHEMBL689,PUBCHEM_BIOASSAY: qHTS Assay for the Inhibitors of L3MBTL1. (Class of assay: confirmatory) [Related pubchem assays: 485292 (Probe Development Summary for Inhibitors of L3MBTL1)],Potency,BAO_0000186,4.45,CHEMBL1287622,L3MBTL1,Lethal(3)malignant brain tumor-like protein 1
CHEMBL925,Inhibition of CSK measured as poly-E4Y phosphorylation by acid precipitation assay in presence of 0.2 mM CoCl2 upto 1000 uM,Activity,BAO_0000375,,CHEMBL2634,CSK,Tyrosine-protein kinase CSK
CHEMBL8739,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Fluorescein Labeled MLL-derived Peptide. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.4,CHEMBL2093861,MEN1,Menin/Histone-lysine N-methyltransferase MLL
CHEMBL705,Transcriptional activation in CV-1 cells expressing retinoid X receptor RXR alpha,EC50,BAO_0000188,8.82,CHEMBL2061,RXRA,Retinoid X receptor alpha
CHEMBL8739,Agonist activity at human GPR40 expressed in T-REx HEK293 cells assessed as accumulation of phosphorylated ERK1/2 at 10 to 100 uM by Western blotting,Activity,BAO_0000375,,CHEMBL4422,FFAR1,Free fatty acid receptor 1
CHEMBL667,Agonist activity at human alpha-4-beta-2 nAChR expressed in Xenopus oocytes by two-electrode voltage clamp technique,EC50,BAO_0000188,4.16,CHEMBL1907589,CHRNA4,Neuronal acetylcholine receptor; alpha4/beta2
CHEMBL689,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL667,Agonist activity at human muscarinic M4 receptor expressed in BHK-21 cells coexpressing Galpha16 subunit assessed as increase of acetylcholine-induced calcium flux by FLIPR assay,EC50,BAO_0000188,8.0,CHEMBL1821,CHRM4,Muscarinic acetylcholine receptor M4
CHEMBL700,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL667,Agonist activity at human muscarinic M5 receptor expressed in BHK-21 cells assessed as increase of acetylcholine-induced calcium flux by FLIPR assay,EC50,BAO_0000188,8.92,CHEMBL2035,CHRM5,Muscarinic acetylcholine receptor M5
CHEMBL705,Agonist activity for retinoic acid receptor RXR beta in transcriptional activation assay,EC50,BAO_0000188,6.7,CHEMBL1870,RXRB,Retinoid X receptor beta
CHEMBL8659,PUBCHEM_BIOASSAY: HTS for Inhibitors of HP1-beta Chromodomain Interactions with Methylated Histone Tails. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488962],Potency,BAO_0000186,,CHEMBL1741193,CBX1,Chromobox protein homolog 1
CHEMBL784,Maximal response relative to Gamma-aminobutyric acid A against human Gamma-aminobutyric-acid A receptor alpha-3-beta-3-gamma-2 expressed in Xenopus oocytes,Max,BAO_0000179,,CHEMBL2094120,GABRA3,GABA-A receptor; alpha-3/beta-3/gamma-2
CHEMBL97,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2d6 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,5.2,CHEMBL289,CYP2D6,Cytochrome P450 2D6
CHEMBL8739,PubChem BioAssay. qHTS for Inhibitors of WRN Helicase. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2146312,WRN,Werner syndrome ATP-dependent helicase
CHEMBL8739,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Bloom&apos;s syndrome helicase (BLM). (Class of assay: confirmatory) [Related pubchem assays: 593 (Fluorescein region spectral profiling screen), 2386 (Probe Development Summary for Inhibitors of Bloom&apos;s syndrome helicase (BLM)), 594 (Rhodamine region spectral profiling screen), 2364 (qHTS Validation Assay for Inhibitors of Bloom&apos;s syndrome helicase (BLM))]",Potency,BAO_0000186,4.4,CHEMBL1293237,BLM,Bloom syndrome protein
CHEMBL667,Antagonist activity at human alpha7nAChR co-expressed with human Ric3 in tsA201 cells by FMP assay,EC50,BAO_0000188,5.4,CHEMBL2492,CHRNA7,Neuronal acetylcholine receptor protein alpha-7 subunit
CHEMBL82293,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1871,AR,Androgen Receptor
CHEMBL762,Partial agonist activity at adrenergic alpha2A receptor expressed in HEK293 cells coexpressing yellow fluorescent and cyan fluorescent protein assessed as effect on kinetics of receptor conformational change by FRET assay,Activity,BAO_0000375,,CHEMBL1867,ADRA2A,Alpha-2a adrenergic receptor
CHEMBL667,Agonist activity at human muscarinic M5 receptor expressed in BHK-21 cells assessed as calcium mobilization at 10 uM for 6 mins by Calcium4-based staining relative to acetylcholine,Emax,BAO_0000656,,CHEMBL2035,CHRM5,Muscarinic acetylcholine receptor M5
CHEMBL8739,PubChem BioAssay. qHTS for Inhibitors of Glutaminase (GLS). (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2146302,GLS,"Glutaminase kidney isoform, mitochondrial"
CHEMBL705,Transcriptional activation in CV-1 cells expressing Retinoid X receptor RXR alpha,EC50,BAO_0000188,6.5,CHEMBL2061,RXRA,Retinoid X receptor alpha
CHEMBL67166,PubChem BioAssay. qHTS for induction of synthetic lethality in tumor cells producing 2HG: qHTS for the HT-1080-NT fibrosarcoma cell line. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2007625,IDH1,Isocitrate dehydrogenase [NADP] cytoplasmic
CHEMBL8739,PubChem BioAssay. qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075094,NFE2L2,Nuclear factor erythroid 2-related factor 2
CHEMBL784,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,4.5,CHEMBL340,CYP3A4,Cytochrome P450 3A4
CHEMBL667,Agonist activity at alpha3beta4 nAChR expressed in HEK293 cells by FLIPR membrane potential assay,EC50,BAO_0000188,4.7,CHEMBL1907594,CHRNB4,Neuronal acetylcholine receptor; alpha3/beta4
CHEMBL773,Activation of human PEPT1 expressed in MDCK cells,EC50,BAO_0000188,,CHEMBL4605,SLC15A1,Oligopeptide transporter small intestine isoform
CHEMBL773,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3397,CYP2C9,Cytochrome P450 2C9
CHEMBL784,Agonist activity at GABA alpha-1-beta-2-gamma-2 receptor expressed in HEK293 cells by Whole-cell patch-clamp technique relative to GABA,RUmax,BAO_0000179,,CHEMBL2111392,GABRA1,GABA A receptor alpha-1/beta-1/gamma-2
